GEOID,NAME,total_renter_occupied_units,renter_occupied_5_9_units,renter_occupied_10_19_units,renter_occupied_50_plus_units,renter_occupied_20_49_units,renter_occupied_5_plus,pct_renter_occupied_5_9_units,pct_renter_occupied_10_19_units,pct_renter_occupied_20_49_units,pct_renter_occupied_50_plus_units,pct_renter_occupied_20_plus_units,pct_renter_occupied_10_plus_units,pct_renter_occupied_5_plus_units
23060,"Fort Wayne, IN Metro Area",50059,7080,6181,4122,3972,21355,0.14143310893146088,0.12347430032561578,0.07934637128188737,0.08234283545416408,0.16168920673605147,0.2851635070616672,0.4265966159931281
23420,"Fresno, CA Metro Area",143680,20978,7665,4554,9431,42628,0.14600501113585745,0.05334771714922049,0.06563891982182628,0.03169543429844098,0.09733435412026727,0.15068207126948774,0.2966870824053452
23460,"Gadsden, AL Metro Area",10895,1294,642,301,371,2608,0.11877007801743919,0.05892611289582377,0.03405231757687013,0.02762735199632859,0.06167966957319872,0.12060578246902248,0.23937586048646167
23540,"Gainesville, FL Metro Area",44924,6615,7302,5224,4159,23300,0.14724868667082183,0.16254118066067136,0.09257857715252427,0.11628528180927789,0.20886385896180215,0.3714050396224735,0.5186537262932953
23580,"Gainesville, GA Metro Area",20060,1745,2473,1026,1385,6629,0.08698903290129611,0.12328015952143569,0.06904287138584247,0.05114656031904287,0.12018943170488534,0.24346959122632103,0.3304586241276172
23900,"Gettysburg, PA Metro Area",8928,917,278,354,101,1650,0.10271057347670251,0.031137992831541218,0.011312724014336917,0.0396505376344086,0.05096326164874552,0.08210125448028674,0.18481182795698925
24020,"Glens Falls, NY Metro Area",14508,1903,602,930,734,4169,0.13116901020126825,0.04149434794596085,0.05059277639922801,0.0641025641025641,0.11469534050179211,0.15618968844775297,0.28735869864902125
24140,"Goldsboro, NC Metro Area",18527,1866,350,748,499,3463,0.10071787121498353,0.01889134776272467,0.026933664381713174,0.040373508932908725,0.06730717331462191,0.08619852107734657,0.18691639229233012
24220,"Grand Forks, ND-MN Metro Area",18874,1355,3249,5207,2720,12531,0.0717918830136696,0.1721415704143266,0.14411359542227403,0.2758821659425665,0.4199957613648405,0.592137331779167,0.6639292147928367
24260,"Grand Island, NE Metro Area",10874,1158,883,490,667,3198,0.10649255103917601,0.08120286922935442,0.06133897369873092,0.045061614861136655,0.10640058855986757,0.187603457789222,0.29409600882839804
24300,"Grand Junction, CO Metro Area",20003,1790,1148,1077,931,4946,0.08948657701344798,0.057391391291306305,0.046543018547217915,0.053841923711443286,0.1003849422586612,0.1577763335499675,0.24726291056341548
24340,"Grand Rapids-Wyoming, MI Metro Area",105342,13144,16809,8974,9432,48359,0.12477454386664388,0.1595659850771772,0.0895369368343111,0.08518919329422263,0.17472613012853372,0.33429211520571095,0.45906665907235483
24420,"Grants Pass, OR Metro Area",11957,651,135,302,688,1776,0.05444509492347579,0.011290457472610187,0.05753951660115413,0.025257171531320566,0.0827966881324747,0.09408714560508488,0.14853224052856068
24500,"Great Falls, MT Metro Area",12330,775,1205,885,876,3741,0.06285482562854826,0.09772911597729116,0.07104622871046229,0.07177615571776155,0.14282238442822384,0.240551500405515,0.30340632603406326
24540,"Greeley, CO Metro Area",27957,3327,2695,1913,1577,9512,0.11900418499839038,0.09639803984690776,0.05640805522767107,0.06842651214364917,0.12483456737132025,0.221232607218228,0.3402367922166184
24580,"Green Bay, WI Metro Area",40650,9765,5012,2893,3193,20863,0.24022140221402213,0.12329643296432964,0.07854858548585486,0.07116851168511686,0.1497170971709717,0.27301353013530133,0.5132349323493235
24660,"Greensboro-High Point, NC Metro Area",110569,17788,15763,7341,4943,45835,0.16087691848528973,0.14256256274362616,0.04470511626224349,0.06639293111089004,0.11109804737313352,0.25366061011675967,0.4145375286020494
24780,"Greenville, NC Metro Area",32937,6066,6078,2378,767,15289,0.1841697786683669,0.1845341105747336,0.023286881015271578,0.07219843944500107,0.09548532046027264,0.2800194310350062,0.46418920970337313
24860,"Greenville-Anderson-Mauldin, SC Metro Area",109137,13679,12391,7148,5772,38990,0.1253378780798446,0.11353619762317088,0.05288765496577696,0.06549566141638491,0.11838331638216187,0.23191951400533276,0.35725739208517737
25020,"Guayama, PR Metro Area",7407,1039,270,42,294,1645,0.14027271499932498,0.03645200486026731,0.03969218307006885,0.005670311867152693,0.04536249493722155,0.08181449979748887,0.22208721479681381
25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",55112,7691,5272,2373,4074,19410,0.1395521846421832,0.09565974742342866,0.07392219480330962,0.04305777326172158,0.1169799680650312,0.21263971548845986,0.35219190013064305
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",30526,2864,3640,930,1570,9004,0.09382166022407128,0.11924261285461574,0.051431566533446896,0.03046583240516281,0.08189739893860971,0.20114001179322544,0.29496167201729673
25220,"Hammond, LA Metro Area",15080,965,333,203,152,1653,0.06399204244031831,0.022082228116710876,0.010079575596816976,0.013461538461538462,0.023541114058355437,0.04562334217506631,0.10961538461538461
25260,"Hanford-Corcoran, CA Metro Area",20621,1873,935,611,955,4374,0.09082973667620386,0.04534212695795548,0.04631201202657485,0.02962998884632171,0.07594200087289656,0.12128412783085205,0.2121138645070559
25420,"Harrisburg-Carlisle, PA Metro Area",74017,10547,7298,3447,6752,28044,0.14249429185187187,0.09859897050677548,0.09122228677195779,0.046570382479700606,0.1377926692516584,0.23639163975843389,0.37888593161030576
25500,"Harrisonburg, VA Metro Area",18484,1898,2458,403,959,5718,0.10268340186106903,0.13297987448604198,0.05188270937026618,0.02180264012118589,0.07368534949145207,0.20666522397749404,0.3093486258385631
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",157016,23210,16630,14709,20506,75055,0.14781933051408774,0.10591277322056351,0.13059815560197688,0.09367835125082793,0.2242765068528048,0.33018928007336834,0.47800861058745603
25620,"Hattiesburg, MS Metro Area",20302,3161,2330,1262,729,7482,0.15569894591665845,0.11476701802778051,0.03590779233573047,0.06216136341247168,0.09806915574820214,0.21283617377598266,0.36853511969264113
25860,"Hickory-Lenoir-Morganton, NC Metro Area",41022,4100,2132,933,894,8059,0.09994637024035884,0.05197211252498659,0.021793184145092875,0.022743893520549948,0.04453707766564283,0.09650919019062942,0.19645556043098825
25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",23195,3050,2063,1829,768,7710,0.13149385643457642,0.08894158223755119,0.03311058417762449,0.07885320112093124,0.11196378529855572,0.2009053675361069,0.33239922397068333
25980,"Hinesville, GA Metro Area",14603,1114,875,377,137,2503,0.07628569472026296,0.05991919468602342,0.009381633910840239,0.025816613024720946,0.03519824693556119,0.0951174416215846,0.17140313634184756
26140,"Homosassa Springs, FL Metro Area",11643,445,249,484,400,1578,0.03822038993386584,0.021386240659623808,0.034355406682126596,0.04157004208537318,0.07592544876749978,0.0973116894271236,0.13553207936098943
26300,"Hot Springs, AR Metro Area",12939,971,874,812,1128,3785,0.07504443929206275,0.06754772393538913,0.08717829816832831,0.06275600896514413,0.14993430713347244,0.21748203106886158,0.29252647036092433
26380,"Houma-Thibodaux, LA Metro Area",20550,1402,1506,833,963,4704,0.06822384428223845,0.07328467153284672,0.04686131386861314,0.0405352798053528,0.08739659367396593,0.16068126520681264,0.2289051094890511
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",914476,99785,179968,91712,162291,533756,0.109117133746539,0.19679904119955036,0.17746884554652062,0.10028912732537541,0.277757972871896,0.4745570140714464,0.5836741478179854
26580,"Huntington-Ashland, WV-KY-OH Metro Area",40323,3625,3180,1780,2071,10656,0.08989906504972349,0.07886317982292984,0.051360265853235124,0.04414354090717457,0.09550380676040969,0.17436698658333954,0.264266051633063
26620,"Huntsville, AL Metro Area",54668,8648,7358,3731,3360,23097,0.1581912636277164,0.13459427818833686,0.06146191556303505,0.0682483354064535,0.12971025096948854,0.26430452915782543,0.42249579278554183
26820,"Idaho Falls, ID Metro Area",13633,1008,886,582,668,3144,0.07393823809873103,0.06498936404313065,0.04899875302574635,0.042690530330814935,0.09168928335656129,0.15667864739969192,0.23061688549842294
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",267929,46275,34333,15984,21469,118061,0.17271366668035187,0.12814215706399829,0.08012943727629335,0.059657595855618466,0.13978703313191182,0.2679291901959101,0.440642856876262
26980,"Iowa City, IA Metro Area",25993,4119,5843,3022,1741,14725,0.15846574077636286,0.22479128996268227,0.06697957142307544,0.11626207055745778,0.18324164198053322,0.4080329319432155,0.5664986727195783
27060,"Ithaca, NY Metro Area",17577,3151,1673,1317,2117,8258,0.179268362064061,0.09518120270808443,0.12044148603288388,0.07492746202423622,0.1953689480571201,0.2905501507652045,0.4698185128292655
27100,"Jackson, MI Metro Area",16417,2052,1833,1291,1153,6329,0.1249923859414022,0.11165255527806542,0.0702320765060608,0.07863799719802643,0.14887007370408722,0.26052262898215267,0.38551501492355483
27140,"Jackson, MS Metro Area",68188,13649,6424,1713,3134,24920,0.20016718484190768,0.09421012494867131,0.04596116618759899,0.02512172229717839,0.07108288848477738,0.1652930134334487,0.36546019827535636
27180,"Jackson, TN Metro Area",17226,2097,690,261,629,3677,0.12173458725182863,0.04005572971090213,0.03651457099732962,0.015151515151515152,0.05166608614884477,0.0917218158597469,0.21345640311157552
27260,"Jacksonville, FL Metro Area",200169,23828,28632,17323,14743,84526,0.11903941169711593,0.14303913193351617,0.07365276341491439,0.08654187211806023,0.16019463553297464,0.30323376746649083,0.42227317916360674
27340,"Jacksonville, NC Metro Area",30257,1721,1457,2184,494,5856,0.05687939980830882,0.04815414614799881,0.016326800409822522,0.07218164391711009,0.08850844432693261,0.13666259047493143,0.19354199028324023
27500,"Janesville-Beloit, WI Metro Area",20681,2384,1590,2074,1187,7235,0.11527488999564818,0.07688216237125864,0.057395677191625166,0.10028528601131473,0.1576809632029399,0.23456312557419853,0.3498380155698467
27620,"Jefferson City, MO Metro Area",16113,1862,1143,387,685,4077,0.11555886551231924,0.07093651089182648,0.04251225718364054,0.024017873766523926,0.06653013095016447,0.13746664184199095,0.2530255073543102
27740,"Johnson City, TN Metro Area",28029,4251,2717,1450,1084,9502,0.15166434763994435,0.09693531699311428,0.03867423026151486,0.05173213457490456,0.09040636483641942,0.1873416818295337,0.33900602946947805
27780,"Johnstown, PA Metro Area",14780,1381,796,608,1499,4284,0.09343707713125846,0.05385656292286874,0.10142083897158322,0.041136671177266576,0.1425575101488498,0.19641407307171854,0.28985115020297697
27860,"Jonesboro, AR Metro Area",20802,1937,2351,833,486,5607,0.09311604653398711,0.11301797904047688,0.023363138159792327,0.04004422651668109,0.06340736467647341,0.1764253437169503,0.26954139025093743
27900,"Joplin, MO Metro Area",22432,1447,1099,827,711,4084,0.06450606276747503,0.04899251069900143,0.031695791726105566,0.0368669757489301,0.06856276747503566,0.11755527817403709,0.18206134094151213
27980,"Kahului-Wailuku-Lahaina, HI Metro Area",21634,2387,1724,1318,1595,7024,0.11033558287880188,0.07968937783119165,0.07372654155495978,0.06092262179902006,0.13464916335397983,0.21433854118517148,0.3246741240639734
28020,"Kalamazoo-Portage, MI Metro Area",43783,6250,7311,6026,3507,23094,0.14274946897197544,0.16698261882465798,0.08009958202955485,0.1376333280040198,0.21773291003357467,0.3847155288582326,0.5274649978302081
28100,"Kankakee, IL Metro Area",12731,1730,541,277,922,3470,0.13588877543005262,0.04249469798130547,0.07242164794595868,0.021757913753829235,0.09417956169978792,0.1366742596810934,0.27256303511114605
28140,"Kansas City, MO-KS Metro Area",286306,41037,32813,19080,25838,118768,0.14333265806514708,0.1146081465285394,0.09024610032622439,0.06664198445020363,0.15688808477642802,0.2714962313049674,0.4148288893701145
28420,"Kennewick-Richland, WA Metro Area",30705,3808,3221,2253,3309,12591,0.12401888943168865,0.104901481843348,0.10776746458231558,0.07337567171470445,0.18114313629702003,0.286044618140368,0.4100635075720567
28660,"Killeen-Temple, TX Metro Area",66224,5853,5468,2579,2170,16070,0.08838185552065717,0.08256825320125634,0.032767576709350085,0.038943585407103166,0.07171116211645324,0.15427941531770958,0.24266127083836675
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",35190,4449,3177,987,1325,9938,0.12642796248934357,0.09028132992327366,0.03765274225632282,0.02804774083546462,0.06570048309178744,0.1559818130150611,0.28240977550440466
28740,"Kingston, NY Metro Area",21724,2651,1836,1010,1224,6721,0.1220309335297367,0.08451482231633217,0.05634321487755478,0.04649235868164242,0.1028355735591972,0.18735039587552937,0.3093813294052661
28940,"Knoxville, TN Metro Area",106948,11804,13886,7727,7455,40872,0.11037139544451509,0.12983880016456595,0.06970677338519654,0.07225006545236938,0.1419568388375659,0.2717956390021319,0.38216703444664696
29020,"Kokomo, IN Metro Area",10933,1620,858,651,772,3901,0.14817524924540382,0.07847800237812129,0.07061190889966157,0.05954449830787524,0.13015640720753682,0.2086344095856581,0.3568096588310619
29100,"La Crosse-Onalaska, WI-MN Metro Area",19076,2281,1929,2314,2016,8540,0.11957433424197945,0.1011218284755714,0.10568253302579157,0.12130425665758021,0.22698678968337177,0.32810861815894315,0.44768295240092265
29180,"Lafayette, LA Metro Area",56063,5291,4987,2778,2199,15255,0.09437596989101546,0.08895349874248613,0.039223730446105276,0.049551397534916074,0.08877512798102136,0.17772862672350748,0.27210459661452296
29200,"Lafayette-West Lafayette, IN Metro Area",34000,4854,5300,3638,1985,15777,0.14276470588235293,0.15588235294117647,0.05838235294117647,0.107,0.16538235294117648,0.32126470588235295,0.46402941176470586
29340,"Lake Charles, LA Metro Area",25785,2810,1824,694,1114,6442,0.10897808803567965,0.07073880162885399,0.04320341283692069,0.02691487298817142,0.07011828582509211,0.1408570874539461,0.24983517548962575
29420,"Lake Havasu City-Kingman, AZ Metro Area",26810,1161,908,968,1141,4178,0.0433047370384185,0.033867959716523684,0.04255874673629243,0.036105930622901905,0.07866467735919433,0.11253263707571802,0.1558373741141365
29460,"Lakeland-Winter Haven, FL Metro Area",72785,5318,4955,2439,3861,16573,0.07306450504911727,0.0680772137116164,0.053046644226145495,0.03350965171395205,0.08655629594009755,0.15463350965171396,0.2276980147008312
29540,"Lancaster, PA Metro Area",63913,8017,6021,3203,5469,22710,0.12543613975247603,0.09420618653482077,0.0855694459656095,0.050115000078231345,0.13568444604384083,0.22989063257866163,0.35532677233113763
29620,"Lansing-East Lansing, MI Metro Area",65595,9073,13208,5506,5935,33722,0.1383184693955332,0.20135681073252534,0.09047945727570698,0.08393932464364662,0.17441878191935362,0.37577559265187893,0.5140940620474121
29700,"Laredo, TX Metro Area",27642,2339,2715,2040,2501,9595,0.08461761088199117,0.09822009984805731,0.0904782577237537,0.07380073800738007,0.16427899573113378,0.2624990955791911,0.34711670646118226
29740,"Las Cruces, NM Metro Area",29580,2947,2154,1301,1339,7741,0.09962812711291413,0.07281947261663287,0.045267072346179854,0.04398242055442867,0.08924949290060852,0.16206896551724137,0.2616970926301555
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",359907,58095,40878,19058,39652,157683,0.16141669931398944,0.11357934132984354,0.1101729057784372,0.052952568302367,0.16312547408080422,0.27670481541064773,0.4381215147246372
29940,"Lawrence, KS Metro Area",22293,2704,3685,1856,1448,9693,0.12129367963037725,0.16529852420042165,0.06495312429910734,0.08325483335576189,0.14820795765486924,0.3135064818552909,0.43480016148566814
30020,"Lawton, OK Metro Area",19873,2469,1371,870,749,5459,0.12423891712373572,0.06898807427162482,0.03768932722789715,0.04377799023801137,0.08146731746590852,0.15045539173753333,0.27469430886126905
30140,"Lebanon, PA Metro Area",16080,1142,874,589,917,3522,0.07101990049751243,0.05435323383084577,0.0570273631840796,0.03662935323383085,0.09365671641791044,0.1480099502487562,0.21902985074626866
30300,"Lewiston, ID-WA Metro Area",7526,706,349,321,439,1815,0.09380813180972629,0.04637257507307999,0.0583311187882009,0.04265213925059793,0.10098325803879883,0.14735583311187883,0.2411639649216051
30340,"Lewiston-Auburn, ME Metro Area",16219,3355,1238,1154,1175,6922,0.2068561563598249,0.07633022997718725,0.07244589678771811,0.07115111905789506,0.14359701584561316,0.21992724582280043,0.42678340218262534
30460,"Lexington-Fayette, KY Metro Area",82633,11098,10604,5875,5521,33098,0.1343046966708216,0.12832645553229338,0.0668135006595428,0.07109750341873101,0.1379110040782738,0.2662374596105672,0.4005421562813888
30620,"Lima, OH Metro Area",13585,1239,595,862,773,3469,0.09120353330879646,0.043798306956201696,0.056900993743099,0.06345233713654766,0.12035333087964667,0.16415163783584835,0.25535517114464484
30700,"Lincoln, NE Metro Area",50876,6211,9249,7366,4688,27514,0.122081138454281,0.1817949524333674,0.09214560893151977,0.14478339492098435,0.23692900385250412,0.41872395628587156,0.5408050947401525
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",101655,13039,14192,4718,6969,38918,0.12826717820077713,0.1396094633810437,0.06855540799763907,0.04641188333087404,0.1149672913285131,0.2545767547095568,0.382843932910334
30860,"Logan, UT-ID Metro Area",14898,1057,1477,967,885,4386,0.07094912068734058,0.09914082427171432,0.059403946838501816,0.06490804134783193,0.12431198818633374,0.22345281245804807,0.29440193314538865
30980,"Longview, TX Metro Area",25793,2207,2172,1457,1536,7372,0.08556585119993797,0.08420889388593805,0.05955104098011088,0.0564881944713682,0.11603923545147908,0.20024812933741712,0.2858139805373551
31020,"Longview, WA Metro Area",14059,1669,1001,1341,987,4998,0.1187139910377694,0.07119994309694858,0.07020413969699126,0.09538373995305498,0.16558787965004623,0.2367878227469948,0.3555018137847642
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2231584,293560,280640,304615,370030,1248845,0.1315478153634369,0.12575820583047737,0.165814954758593,0.13650169565653814,0.3023166504151311,0.4280748562456085,0.5596226716090454
31140,"Louisville/Jefferson County, KY-IN Metro Area",165276,26215,18456,9449,11882,66002,0.15861347080035818,0.11166775575401147,0.07189186572763136,0.057171035117016385,0.12906290084464775,0.24073065659865922,0.3993441273990174
31180,"Lubbock, TX Metro Area",51493,4163,5433,3779,5420,18795,0.08084594022488494,0.10550948672635116,0.10525702522672985,0.07338861592837861,0.17864564115510845,0.28415512788145963,0.36500106810634453
31340,"Lynchburg, VA Metro Area",29593,3565,2974,1473,1415,9427,0.12046767816713412,0.10049673909370459,0.04781536174095225,0.049775284695705066,0.09759064643665732,0.1980873855303619,0.31855506369749603
31420,"Macon-Bibb County, GA Metro Area",33294,5141,2924,1244,2155,11464,0.15441220640355618,0.08782363188562503,0.0647263771250075,0.03736408962575839,0.1020904667507659,0.18991409863639094,0.34432630503994716
31460,"Madera, CA Metro Area",16132,911,563,410,413,2297,0.056471609223902805,0.03489957847756013,0.025601289362757254,0.025415323580461197,0.05101661294321845,0.08591619142077858,0.14238780064468137
31540,"Madison, WI Metro Area",104951,14782,13472,20293,14879,63426,0.14084668083200733,0.12836466541528904,0.14177092166820707,0.19335689988661375,0.33512782155482085,0.46349248697010986,0.6043391678021172
31700,"Manchester-Nashua, NH Metro Area",54201,7708,5919,10215,4402,28244,0.14221139831368426,0.10920462722089998,0.08121621372299404,0.1884651574694194,0.2696813711924134,0.3788859984133134,0.5210973967269976
31740,"Manhattan, KS Metro Area",17352,1951,2998,1580,616,7145,0.11243660673121254,0.17277547256800369,0.03550023052097741,0.09105578607653296,0.12655601659751037,0.29933148916551405,0.4117680958967266
31860,"Mankato-North Mankato, MN Metro Area",13200,1908,1958,1841,1301,7008,0.14454545454545453,0.14833333333333334,0.09856060606060606,0.13946969696969697,0.23803030303030304,0.38636363636363635,0.5309090909090909
31900,"Mansfield, OH Metro Area",15382,1536,1175,616,743,4070,0.0998569756858666,0.0763879859576128,0.048303211545962815,0.04004680795735275,0.08835001950331556,0.16473800546092834,0.26459498114679497
32420,"Mayagüez, PR Metro Area",14073,1210,2579,851,1121,5761,0.08598024586086833,0.18325872237618135,0.07965607901655652,0.06047040432032971,0.14012648333688624,0.32338520571306756,0.4093654515739359
32580,"McAllen-Edinburg-Mission, TX Metro Area",74912,6576,4942,2698,2664,16880,0.08778299871849637,0.06597073900042717,0.03556172575822298,0.03601559162750961,0.07157731738573259,0.13754805638615977,0.22533105510465612
32780,"Medford, OR Metro Area",32301,2573,1334,1375,2921,8203,0.07965697656419306,0.04129903098975264,0.0904306368223894,0.0425683415374137,0.1329989783598031,0.17429800934955575,0.2539549859137488
32820,"Memphis, TN-MS-AR Metro Area",198615,31747,19649,6623,13669,71688,0.15984190519346475,0.09893009087933942,0.06882158950733831,0.03334592049945875,0.10216751000679707,0.20109760088613648,0.36093950607960124
32900,"Merced, CA Metro Area",38228,3395,1165,821,995,6376,0.08880924976457047,0.030475044470021972,0.02602804227267971,0.02147640472951763,0.047504447002197345,0.07797949147221932,0.1667887412367898
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",851844,86915,112622,118904,160917,479358,0.10203159263902781,0.1322096534107184,0.1889043064223027,0.13958424312432793,0.3284885495466306,0.460698202957349,0.5627297955963768
33140,"Michigan City-La Porte, IN Metro Area",12080,1205,1006,1179,410,3800,0.09975165562913907,0.08327814569536424,0.03394039735099338,0.09759933774834437,0.13153973509933775,0.214817880794702,0.31456953642384106
33220,"Midland, MI Metro Area",8295,1301,1002,390,710,3403,0.1568414707655214,0.12079566003616636,0.08559373116335142,0.04701627486437613,0.13261000602772754,0.2534056660638939,0.4102471368294153
33260,"Midland, TX Metro Area",18995,3405,2850,1376,1526,9157,0.17925769939457753,0.1500394840747565,0.08033693077125559,0.07244011581995262,0.15277704659120822,0.3028165306659647,0.48207423006054223
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",251106,32790,21889,31165,34874,120718,0.13058230388760125,0.08717035833472717,0.13888158785532803,0.12411093323138435,0.2629925210867124,0.35016287942143953,0.4807451833090408
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",410710,24188,46742,71570,115887,258387,0.05889313627620462,0.11380779625526527,0.2821625964792676,0.1742592096613182,0.4564218061405858,0.5702296023958511,0.6291227386720557
33540,"Missoula, MT Metro Area",20055,2025,1978,1651,1149,6803,0.10097232610321616,0.09862877088007978,0.05729244577412117,0.08232361007230117,0.13961605584642234,0.23824482672650213,0.33921715282971826
33660,"Mobile, AL Metro Area",54711,6622,6071,2899,3657,19249,0.12103598910639542,0.11096488823088593,0.06684213412293688,0.05298751622160078,0.11982965034453766,0.2307945385754236,0.351830527681819
33700,"Modesto, CA Metro Area",73603,4853,2916,2246,5956,15971,0.06593481243971033,0.03961795035528443,0.08092061464885943,0.030515060527424153,0.11143567517628357,0.151053625531568,0.21698843797127834
33740,"Monroe, LA Metro Area",24622,2623,834,540,1185,5182,0.10653074486231826,0.033872146860531235,0.04812769068312891,0.021931605880919504,0.07005929656404841,0.10393144342457965,0.2104621882868979
33780,"Monroe, MI Metro Area",11806,1661,1380,578,971,4590,0.14069117397933253,0.11688971709300355,0.08224631543283076,0.048958156869388446,0.1312044723022192,0.24809418939522276,0.3887853633745553
33860,"Montgomery, AL Metro Area",51274,8532,4219,2336,2180,17267,0.16640012481959668,0.08228341849670398,0.04251667511799353,0.04555915278698756,0.08807582790498109,0.17035924640168507,0.33675937122128174
34060,"Morgantown, WV Metro Area",19084,3180,2933,1547,1173,8833,0.16663173338922657,0.15368895409767344,0.06146510165583735,0.08106267029972752,0.14252777195556487,0.2962167260532383,0.4628484594424649
34100,"Morristown, TN Metro Area",13347,1290,793,247,247,2577,0.09665093279388627,0.05941410054693939,0.018506031317899154,0.018506031317899154,0.03701206263579831,0.0964261631827377,0.19307709597662395
34580,"Mount Vernon-Anacortes, WA Metro Area",15559,1089,1292,1148,985,4514,0.0699916447072434,0.0830387557040941,0.06330741050196027,0.0737836621890867,0.13709107269104698,0.22012982839514109,0.29012147310238445
34620,"Muncie, IN Metro Area",16340,2030,1587,691,863,5171,0.12423500611995104,0.09712362301101592,0.05281517747858017,0.042288861689106484,0.09510403916768666,0.19222766217870257,0.3164626682986536
34740,"Muskegon, MI Metro Area",16703,1643,1800,917,1727,6087,0.09836556307250195,0.10776507214272885,0.10339459977249596,0.05490031730826798,0.15829491708076393,0.2660599892234928,0.3644255522959947
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",48916,6318,4884,3031,1157,15390,0.12916019298389075,0.09984463161337803,0.023652792542317443,0.06196336576989124,0.08561615831220869,0.18546078992558673,0.3146209829094775
34900,"Napa, CA Metro Area",17776,1528,1078,1097,2047,5750,0.08595859585958596,0.06064356435643564,0.11515526552655266,0.06171242124212421,0.17686768676867687,0.2375112511251125,0.3234698469846985
34940,"Naples-Immokalee-Marco Island, FL Metro Area",38513,6033,5678,4080,3197,18988,0.15664840443486616,0.14743073767299353,0.08301093137382183,0.10593825461532469,0.18894918598914653,0.33637992366214003,0.4930283280970062
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",242423,32780,39490,20920,22613,115803,0.1352181929932391,0.16289708484755985,0.09327910305540316,0.0862954422641416,0.17957454531954475,0.3424716301671046,0.4776898231603437
35100,"New Bern, NC Metro Area",17784,1335,700,845,434,3314,0.07506747638326586,0.039361223571749884,0.02440395861448493,0.04751461988304093,0.07191857849752586,0.11127980206927575,0.18634727845254162
35300,"New Haven-Milford, CT Metro Area",125562,15240,10714,11331,17202,54487,0.12137430114206528,0.08532836367690862,0.13700004778515792,0.09024227075070483,0.22724231853586277,0.3125706822127714,0.43394498335483667
35380,"New Orleans-Metairie, LA Metro Area",182630,14502,16650,12625,17874,61651,0.07940645019985763,0.09116793516946832,0.09787001040354816,0.06912883973060285,0.16699885013415103,0.25816678530361936,0.33757323550347695
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3467844,331678,316579,583467,974542,2206266,0.0956438640261788,0.09128986194304012,0.28102244506961677,0.1682506479530221,0.44927309302263885,0.540562954965679,0.6362068189918577
35660,"Niles-Benton Harbor, MI Metro Area",19320,2037,2033,1069,1330,6469,0.10543478260869565,0.10522774327122153,0.06884057971014493,0.05533126293995859,0.12417184265010352,0.22939958592132506,0.3348343685300207
35840,"North Port-Sarasota-Bradenton, FL Metro Area",88140,7600,9597,7210,8719,33126,0.08622645790787384,0.10888359428182437,0.09892216927615158,0.08180167914681188,0.18072384842296346,0.28960744270478783,0.3758339006126617
35980,"Norwich-New London, CT Metro Area",35943,4689,2784,2408,3178,13059,0.1304565562140055,0.07745597195559636,0.0884177725843697,0.06699496424894973,0.1554127368333194,0.23286870878891577,0.3633252650029213
36100,"Ocala, FL Metro Area",32980,2742,1478,690,1112,6022,0.08314129775621588,0.04481503941782899,0.03371740448756822,0.020921770770163734,0.05463917525773196,0.09945421467556094,0.18259551243177682
36140,"Ocean City, NJ Metro Area",8944,595,365,264,893,2117,0.06652504472271914,0.04080948121645796,0.09984347048300536,0.029516994633273702,0.12936046511627908,0.17016994633273702,0.23669499105545616
